Key,Value,Type
cost1token = 28000000000000,1,Timestamp dependence
cost1token = 5600000000000,1,Timestamp dependence
creationTime,5,Timestamp dependence
creationTime + 604800 > now,2,Timestamp dependence
creationTime = now,2,Timestamp dependence
creator,20,Timestamp dependence
creator = _creator,8,Timestamp dependence
crowdsaleClosed,7,Timestamp dependence
crowdsaleClosed || (maximumTarget - amountRaised) < msg.value,1,Timestamp dependence
crrct_prtcpnts,4,Timestamp dependence
crrct_prtcpnts[index] = crrct_prtcpnts[crrct_prtcpnts.length - 1],1,Timestamp dependence
currentAmountOfTokensWithNoBonus,3,Timestamp dependence
currentBalance,34,Timestamp dependence
currentBid,6,Timestamp dependence
currentInterval,2,Timestamp dependence
currentPeriod,6,Timestamp dependence
currentPeriod = (now - startDateOfPayments) / periodOfOnePayments,5,Timestamp dependence
currentSupply = totalSupply + addSupply,1,Timestamp dependence
currentTime,2,Timestamp dependence
deadLine,2,Timestamp dependence
deadline,12,Timestamp dependence
deadline = now + 5 * 604800,1,Timestamp dependence
deadline = timestamp,1,Timestamp dependence
deal,30,Timestamp dependence
deal = _deals[dealId],3,Timestamp dependence
delay,4,Timestamp dependence
deployer,1,Timestamp dependence
depositAmount,2,Timestamp dependence
deposits,7,Timestamp dependence
"deposits[msg.sender] = Deposit(msg.value,releaseTime)",1,Timestamp dependence
deposits[msg.sender].releaseTime == 0,1,Timestamp dependence
deposits[msg.sender].value += msg.value,1,Timestamp dependence
dtEnd,2,Timestamp dependence
eachUnlockCounts,5,Timestamp dependence
earliest_buy_time,6,Timestamp dependence
end,3,Timestamp dependence
endDate,1,Timestamp dependence
endDate = _endDate,6,Timestamp dependence
endPrice,3,Timestamp dependence
endTime,24,Timestamp dependence
endTime - now,1,Timestamp dependence
enoughClaims,4,Timestamp dependence
entitled,1,Timestamp dependence
entitled = allocations[msg.sender],1,Timestamp dependence
epm,1,Timestamp dependence
"epm.transfer(msg.sender,SenderAmount * EXCHANGE_RATE)",1,Timestamp dependence
errorDetected,6,Timestamp dependence
errorDetected = false,3,Timestamp dependence
errorDetected = true,13,Timestamp dependence
exponent,1,Timestamp dependence
factorial_ICO,4,Timestamp dependence
false,4,Timestamp dependence
fee,6,Timestamp dependence
feed,5,Timestamp dependence
fifty_two_weeks,360,Timestamp dependence
finalized,1,Timestamp dependence
firstPay,2,Timestamp dependence
firstTime,5,Timestamp dependence
founderCoins,1,Timestamp dependence
founderCoinsDeposit,1,Timestamp dependence
from,3,Timestamp dependence
fstCentral,2,Timestamp dependence
fstkReceivedEtherWei,6,Timestamp dependence
fundingGoal,4,Timestamp dependence
fundingGoal = 1 * 1000000000000000000,1,Timestamp dependence
fundingRate,8,Timestamp dependence
gooBalance[msg.sender] = 1,1,Timestamp dependence
hardCap,1,Timestamp dependence
highBidder,5,Timestamp dependence
highestBindingBid,1,Timestamp dependence
hodlers,7,Timestamp dependence
hodlers[msg.sender] = 0,6,Timestamp dependence
holders,6,Timestamp dependence
holders[msg.sender].fundsDeposited += msg.value,1,Timestamp dependence
holders[msg.sender].withdrawTime = _withdrawTime,1,Timestamp dependence
hotPotatoPrize = currentBid / 20,3,Timestamp dependence
hydroPartnerMap[_partnerId][_sender].timestamp > block.timestamp,1,Timestamp dependence
hydroPartnerMap[_partnerId][_sender].value,1,Timestamp dependence
i < 2,1,Timestamp dependence
i = 0,1,Timestamp dependence
ico_Mini_Wallet,2,Timestamp dependence
ico_Wallet,2,Timestamp dependence
index,2,Timestamp dependence
"index = doRandom(crrct_prtcpnts,_randomvalue) % crrct_prtcpnts.length",1,Timestamp dependence
intervalDuration,1,Timestamp dependence
isCreator(),4,Timestamp dependence
isLocked,720,Timestamp dependence
isOwner(),2,Timestamp dependence
isOwner() && now >= openDate,2,Timestamp dependence
isWhiteList,2,Timestamp dependence
issueAmount,5,Timestamp dependence
jackpot = 0,2,Timestamp dependence
lamboTime,1,Timestamp dependence
lastBlock,1,Timestamp dependence
lastGooSaveTime,1,Timestamp dependence
lastGooSaveTime[msg.sender] = block.timestamp,1,Timestamp dependence
lastPayoutTime,1,Timestamp dependence
lastSave,2,Timestamp dependence
lastSave = lastGooSaveTime[player],1,Timestamp dependence
lastSave > 0 && lastSave < block.timestamp,1,Timestamp dependence
limitPerPeriod,2,Timestamp dependence
lock,2,Timestamp dependence
lock = timestamp,1,Timestamp dependence
lockAmount,7,Timestamp dependence
lotteries,11,Timestamp dependence
lotteryStart,1,Timestamp dependence
lotteryStart != 0,1,Timestamp dependence
lotteryStart = block.timestamp,1,Timestamp dependence
lucky_two_prtcpnts,4,Timestamp dependence
max,2,Timestamp dependence
max = deposits[msg.sender],2,Timestamp dependence
maxAttendees,1,Timestamp dependence
maxWiteList,2,Timestamp dependence
maximumSupply,2,Timestamp dependence
maximumTarget,1,Timestamp dependence
msg.sender,175,Timestamp dependence
msg.sender != wallet || started,4,Timestamp dependence
msg.sender == O && now >= open,1,Timestamp dependence
msg.sender == Owner,1,Timestamp dependence
msg.sender == Owner && now >= open,3,Timestamp dependence
msg.sender == creator,2,Timestamp dependence
msg.sender == creator && now >= unlockTime,2,Timestamp dependence
msg.sender == recipient,1,Timestamp dependence
msg.sender.transfer(address(this).balance),1,Timestamp dependence
msg.sender.transfer(amount),2,Timestamp dependence
msg.sender.transfer(jackpot),1,Timestamp dependence
msg.sender.transfer(this.balance),10,Timestamp dependence
msg.sender.transfer(value),6,Timestamp dependence
msg.value,153,Timestamp dependence
msg.value > 0,3,Timestamp dependence
msg.value > 1000000000000000000 || ! msg.sender.send(msg.value),3,Timestamp dependence
newAffiliate,2,Timestamp dependence
newBid,3,Timestamp dependence
newOwner,17,Timestamp dependence
newSend,3,Timestamp dependence
newTokenHolder,6,Timestamp dependence
newTokenReward,2,Timestamp dependence
new_owner,3,Timestamp dependence
niece,1,Timestamp dependence
now,938,Timestamp dependence
now < presaleStartDate,1,Timestamp dependence
now < unlockDate,1,Timestamp dependence
now < unlockedAt,1,Timestamp dependence
now <= 1537876800,1,Timestamp dependence
now > 1525129200 && now < 1525734000 && tokenSold < 350001,1,Timestamp dependence
now > 1525733999 && now < 1526252400 && tokenSold > 350000 && tokenSold < 700001,1,Timestamp dependence
now > 1526342400 && now < 1527811200 && tokenSold < 1250001,1,Timestamp dependence
now > 1527811199 && now < 1528416000 && tokenSold > 1250000 && tokenSold < 3250001,1,Timestamp dependence
now > 1547586000,1,Timestamp dependence
now > 1556226000,1,Timestamp dependence
now > deadline,1,Timestamp dependence
now > startDateOfPayments,4,Timestamp dependence
now >= angelTime && now < firstTime,1,Timestamp dependence
now >= endTime,1,Timestamp dependence
now >= releaseDate,1,Timestamp dependence
num,4,Timestamp dependence
numIntervals,3,Timestamp dependence
numRacers,10,Timestamp dependence
oldSptiUserBal,3,Timestamp dependence
onlyDev(),2,Timestamp dependence
onlyIfGameValid(_gameId),4,Timestamp dependence
onlyOwner(),17,Timestamp dependence
onlyPresaler(),3,Timestamp dependence
onlyState(State.VOTING_RUNNING),3,Timestamp dependence
onlyowner(),1,Timestamp dependence
open,6,Timestamp dependence
openDate,2,Timestamp dependence
owner,13,Timestamp dependence
owner = newOwner,10,Timestamp dependence
owner = new_owner,1,Timestamp dependence
owner = owner_,3,Timestamp dependence
owner.transfer(msg.value),1,Timestamp dependence
owner[ticket] = address(0),1,Timestamp dependence
owner_,3,Timestamp dependence
partnerMap[_partnerId][_sender].value == hydroPartnerMap[_partnerId][_sender].value && block.timestamp < hydroPartnerMap[_partnerId][_sender].timestamp && partnerMap[_partnerId][_sender].challenge == _challenge,1,Timestamp dependence
partyTime,14,Timestamp dependence
partyTime = partyTime + 604800,2,Timestamp dependence
periods,10,Timestamp dependence
potato,1,Timestamp dependence
presaleStartDate,1,Timestamp dependence
price,12,Timestamp dependence
price = 0.01 / 100 * 1000000000000000000,1,Timestamp dependence
price = _price,1,Timestamp dependence
price_3 = _price_1,1,Timestamp dependence
price_3 = _price_2,1,Timestamp dependence
principalsRecords,5,Timestamp dependence
privateTime,2,Timestamp dependence
pubEnd,3,Timestamp dependence
pyramid,2,Timestamp dependence
race,12,Timestamp dependence
raceId,14,Timestamp dependence
raceScore,10,Timestamp dependence
racer,8,Timestamp dependence
races,14,Timestamp dependence
rate,4,Timestamp dependence
rawVotes[msg.sender] = 1,2,Timestamp dependence
rawVotes[msg.sender] = msg.value,3,Timestamp dependence
rcv,1,Timestamp dependence
rcvReceivedFSTWei,2,Timestamp dependence
received,3,Timestamp dependence
receiver,12,Timestamp dependence
recipient,5,Timestamp dependence
releaseDate,2,Timestamp dependence
releaseTime,3,Timestamp dependence
releaseTime = _releaseTime,1,Timestamp dependence
releaseTime = now + RELEASE_TIME,1,Timestamp dependence
released,4,Timestamp dependence
require(bool)(! crowdsaleClosed),5,Timestamp dependence
require(bool)(! isLocked),360,Timestamp dependence
require(bool)(! isWhiteList[msg.sender]),2,Timestamp dependence
require(bool)(! tprFundUnlocked),1,Timestamp dependence
require(bool)(_balances[msg.sender] >= _value),2,Timestamp dependence
require(bool)(_releaseTime > block.timestamp),1,Timestamp dependence
require(bool)(_releaseTime > now),1,Timestamp dependence
require(bool)(_to != address(0)),2,Timestamp dependence
require(bool)(_value <= balances[msg.sender]),1,Timestamp dependence
require(bool)(_value > 0),1,Timestamp dependence
require(bool)(amount > 0),2,Timestamp dependence
require(bool)(amountRaised + msg.value > amountRaised),1,Timestamp dependence
require(bool)(balances[newTokenHolder] < (balances[newTokenHolder] + issueAmount)),1,Timestamp dependence
require(bool)(balances[newTokenHolder] == 0),1,Timestamp dependence
require(bool)(beneficiary != 0x0),3,Timestamp dependence
require(bool)(block.timestamp <= deadLine),2,Timestamp dependence
require(bool)(block.timestamp > lamboTime && msg.sender == niece),1,Timestamp dependence
require(bool)(block.timestamp > partyTime && hodlers[msg.sender] > 0),7,Timestamp dependence
require(bool)(block.timestamp > pubEnd),2,Timestamp dependence
require(bool)(block.timestamp >= lock),1,Timestamp dependence
require(bool)(block.timestamp >= releaseTime),1,Timestamp dependence
require(bool)(block.timestamp >= start && block.timestamp <= deadline && amountRaised < (6000000000000000000000)),1,Timestamp dependence
require(bool)(block.timestamp >= withdrawDelay),2,Timestamp dependence
require(bool)(hardCap >= msg.value + totalContributed),1,Timestamp dependence
require(bool)(lastPayoutTime < (now.add(604800))),1,Timestamp dependence
require(bool)(msg.sender == creator),13,Timestamp dependence
require(bool)(msg.sender == owner),4,Timestamp dependence
require(bool)(msg.value == 0),1,Timestamp dependence
require(bool)(msg.value == depositAmount),1,Timestamp dependence
require(bool)(msg.value == getNextBid()),1,Timestamp dependence
require(bool)(msg.value > 0 && _withdrawTime > block.timestamp && _withdrawTime < block.timestamp + 157680000),1,Timestamp dependence
require(bool)(msg.value > 0),3,Timestamp dependence
require(bool)(msg.value >= 10 ** 17),1,Timestamp dependence
require(bool)(msg.value >= 1000000000000000),1,Timestamp dependence
require(bool)(msg.value >= 10000000000000000),1,Timestamp dependence
require(bool)(msg.value >= depositAmount),1,Timestamp dependence
require(bool)(msg.value >= startingPrice),1,Timestamp dependence
require(bool)(newAffiliate != address(0)),1,Timestamp dependence
require(bool)(newOwner != address(0)),7,Timestamp dependence
require(bool)(now < EndTime),1,Timestamp dependence
require(bool)(now < auctionEnd),1,Timestamp dependence
require(bool)(now < endDate),1,Timestamp dependence
require(bool)(now <= 1538323201),1,Timestamp dependence
require(bool)(now <= contract_finish),1,Timestamp dependence
require(bool)(now <= deadline),1,Timestamp dependence
require(bool)(now > EndTime),2,Timestamp dependence
require(bool)(now > StartCrowdsale),1,Timestamp dependence
require(bool)(now > deadline),1,Timestamp dependence
require(bool)(now > lastBlock + 18000),1,Timestamp dependence
require(bool)(now > startDate),1,Timestamp dependence
require(bool)(now >= contract_start),1,Timestamp dependence
require(bool)(now >= releaseTime),4,Timestamp dependence
require(bool)(now >= startTime && msg.value >= FEE && userId[_attendee] == 0),1,Timestamp dependence
require(bool)(now >= startTime && now <= endTime),1,Timestamp dependence
require(bool)(now >= tprFundReleaseTime),1,Timestamp dependence
require(bool)(now >= unlockDate),4,Timestamp dependence
require(bool)(participants.length <= maxWiteList),2,Timestamp dependence
require(bool)(timestamp > block.timestamp),1,Timestamp dependence
require(bool)(timestamp > lock),1,Timestamp dependence
"require(bool)(token.transferFrom(from,to,value))",2,Timestamp dependence
require(bool)(tokenBalance() > 0),360,Timestamp dependence
require(bool)(validPurchase()),3,Timestamp dependence
"require(bool,string)(msg.sender == owner,Only the owner can withdraw!)",1,Timestamp dependence
"require(bool,string)(now > releaseDate,Cannot withdraw prior to release date!)",1,Timestamp dependence
resAmount += amount,1,Timestamp dependence
result,4,Timestamp dependence
revert()(),18,Timestamp dependence
reward,14,Timestamp dependence
reward += msg.value * 8 / 10,1,Timestamp dependence
reward = balanceOf[msg.sender],1,Timestamp dependence
rewardAmount,9,Timestamp dependence
roughSupply = 1,1,Timestamp dependence
roundTime,3,Timestamp dependence
secondPay,2,Timestamp dependence
secondTime,4,Timestamp dependence
selfdestruct(address)(creator),2,Timestamp dependence
selfdestruct(address)(msg.sender),4,Timestamp dependence
sender,2,Timestamp dependence
sendtoken = (msg.value) / cost1token,1,Timestamp dependence
share,3,Timestamp dependence
sold,2,Timestamp dependence
soldTokens,1,Timestamp dependence
stage = Stages.Deploying,3,Timestamp dependence
stage = Stages.InProgress,2,Timestamp dependence
start,9,Timestamp dependence
startDate,10,Timestamp dependence
startDate = _startDate,9,Timestamp dependence
startDateOfPayments,4,Timestamp dependence
startPrice,2,Timestamp dependence
startTime,26,Timestamp dependence
startTime = now + delay * 60,4,Timestamp dependence
start_time,360,Timestamp dependence
start_time = now,360,Timestamp dependence
started,4,Timestamp dependence
startingPrice,1,Timestamp dependence
success,6,Timestamp dependence
teamTokens,1,Timestamp dependence
thirdTime,4,Timestamp dependence
this,28,Timestamp dependence
ticket,5,Timestamp dependence
ticket ++,1,Timestamp dependence
ticket < ticketsAvailable,1,Timestamp dependence
ticket = 0,1,Timestamp dependence
ticketPrice = 10000000000000000,1,Timestamp dependence
ticketSaleDuration,4,Timestamp dependence
ticketsAvailable = 100,1,Timestamp dependence
tierNum,10,Timestamp dependence
time,2,Timestamp dependence
timeLimit,2,Timestamp dependence
timestamp,4,Timestamp dependence
tips += msg.value * 2 / 10,1,Timestamp dependence
tmpPay,3,Timestamp dependence
tmpPay = 0,1,Timestamp dependence
token,82,Timestamp dependence
token = ERC20(_tokenContract),2,Timestamp dependence
token = Token(_token),2,Timestamp dependence
token = _token,2,Timestamp dependence
"token.transfer(recipient,vaultBalance)",1,Timestamp dependence
tokenAdmin = 0x934b1498F515E74C6Ec5524A53086e4A02a9F2b8,1,Timestamp dependence
tokenAmount,2,Timestamp dependence
tokenBalance,4,Timestamp dependence
tokenContract,1,Timestamp dependence
tokenLocked = token(0xC2eAF62D3DB7c960d8Bb5D2D6a800Dd817C8E596),1,Timestamp dependence
tokenPrice = price,1,Timestamp dependence
tokenReward,17,Timestamp dependence
tokenReward = token(0xb16dab600fc05702132602f4922c0e89e2985b9a),1,Timestamp dependence
"tokenReward.transfer(msg.sender,msg.value * price)",1,Timestamp dependence
tokenSelled,2,Timestamp dependence
tokenSold,19,Timestamp dependence
tokenSwapLock = true,2,Timestamp dependence
token_amount,720,Timestamp dependence
tokens,38,Timestamp dependence
tokensSold,7,Timestamp dependence
tokens_to_withdraw,6,Timestamp dependence
tosToken,8,Timestamp dependence
totalBids,2,Timestamp dependence
totalContributed,2,Timestamp dependence
totalContributed += msg.value,1,Timestamp dependence
totalDividends += msg.value,1,Timestamp dependence
totalLockAmount,5,Timestamp dependence
totalLockPrincipal,5,Timestamp dependence
totalSold,2,Timestamp dependence
totalSupply,3,Timestamp dependence
tprFund,1,Timestamp dependence
tprFundDeposit,1,Timestamp dependence
tprFundReleaseTime,1,Timestamp dependence
tprFundUnlocked,1,Timestamp dependence
true,5,Timestamp dependence
unLockTime_1,4,Timestamp dependence
unlockDate,6,Timestamp dependence
unlockTime,2,Timestamp dependence
unlockedAt,1,Timestamp dependence
unreleased,12,Timestamp dependence
unsealedAmount,30,Timestamp dependence
user,33,Timestamp dependence
userAmount,6,Timestamp dependence
userAmount ++,1,Timestamp dependence
userId,1,Timestamp dependence
value,18,Timestamp dependence
value = hodlers[msg.sender],7,Timestamp dependence
"value = solve(a,b,c,n)",3,Timestamp dependence
value == 0,3,Timestamp dependence
valueInTokens,3,Timestamp dependence
vaultBalance,1,Timestamp dependence
vaultBalance = token.balanceOf(address(this)),1,Timestamp dependence
weiAmount,25,Timestamp dependence
weiAmount < 5 * 10 ** 18,1,Timestamp dependence
weiAmount = msg.value,3,Timestamp dependence
weiRaised,3,Timestamp dependence
weiToReturn,4,Timestamp dependence
weiValue,2,Timestamp dependence
whitelistedMax,2,Timestamp dependence
winner,6,Timestamp dependence
withdrawDelay,2,Timestamp dependence
withdraw_bounty,12,Timestamp dependence
withdrawedAmount,4,Timestamp dependence
zzz,2,Timestamp dependence
